Key,Dialogue,Context
ArrestSuspect_5,Suspect confirmed in custody. Sending trailers to escort to nearest transfer point.,
ArrestSuspect_6,Restraint applied. Maintain operational tempo.,
ArrestSuspect_7,Civil report filed for detainment. Oversight reviewing.,
ArrestSuspect_8,Suspect confirmed alive and compliant.,
ArrestSuspect_9,Confirmed detainment. FISA requests clarity on suspect ID from trailers.,
ArrestSuspect_10,"Subject under control. Great work, Entry Team, maintain situational discipline.",
ArrestSuspect_11,Suspect secured without collateral. Oversight satisfied.,
ArrestSuspect_12,Subject detained. FISA notes correct ROE application.,
ArrestSuspect_13,Arrest complete. Standby for confirmation.,
ArrestSuspect_14,Restraint successful. Oversight tracking all custody points.,
ArrestSuspect_15,"Suspect is secured, resume your objectives.",
ArrestSuspect_16,"Suspect in custody. Trailers on route, FISA will handle processing of biometric data.",
ArrestSuspect_17,Restraint verified. Maintain ROE integrity.,
ArrestSuspect_18,Suspect confirmed. Proceed to detainment point Bravo.,
ArrestSuspect_19,Detainment completed. Oversight confirms lawful arrest.,
ArrestSuspect_20,Suspect secured alive. Notify secondary team for transport.,
ArrestSuspect_21,Subject restrained. Oversight requests status update.,
ArrestSuspect_22,Arrest completed. Maintain order in the area.,
ArrestSuspect_23,Subject detained. Oversight acknowledges restraint.,
ArrestSuspect_24,Restraint verified. Standby for forensic sweep.,
ArrestSuspect_25,Suspect compliant. No resistance noted.,
ArrestSuspect_26,Detainment successful. FISA logging full report.,
ArrestSuspect_27,Subject secure. No additional hostiles detected.,
ArrestSuspect_28,Restraint complete. Oversight advises relocation.,
ArrestSuspect_29,Arrest concluded. Maintain readiness for further contact.,
ArrestSuspect_30,Suspect contained. Continue to next objective.,
ArrestSuspect_31,Suspect detained and stable. Oversight acknowledges clean execution.,
ArrestSuspect_32,Restraint confirmed. Maintain situational control.,
ArrestSuspect_33,Suspect is contained and cooperative. Proceed with caution.,
ArrestSuspect_34,"Subject is restrained. Great work, Entry Team, oversight confirms non-lethal application.",
ArrestSuspect_35,"Suspect apprehended, good work. FISA will require follow-up documentation post-op.",
ArrestSuspect_36,"Roger that, Entry Team. Confirm visual for transfer.",
ArrestSuspect_37,Subject detained. Oversight commends your precision.,
ArrestSuspect_38,"Suspect in custody, nice work. Trailers enroute to relieve area security.",
ArrestSuspect_39,ROE applied successfully. Oversight satisfied.,
ArrestSuspect_40,Suspect secured. Prepared for extraction.,
ArrestSuspect_41,Subject restrained. Oversight requests status verification.,
ArrestSuspect_42,"Detainment successful, nice work, Entry Team. FISA oversight closing file.",
ArrestSuspect_43,Suspect is compliant and ready for handoff.,
ArrestSuspect_44,Restraint verified. Maintain field readiness.,
ArrestSuspect_45,Detainment logged. Proceed to next checkpoint.,
ArrestSuspect_46,Suspect contained. Oversight confirms successful detainment.,
ArrestSuspect_47,Subject restrained and compliant. We'll await confirmation fromn FISA command.,
ArrestSuspect_48,"Restraint confirmed, nice work. FISA notes proper conduct.",
ArrestSuspect_49,Detainment verified. Maintain area integrity.,
ArrestSuspect_50,Suspect secured. Oversight closes the incident file.,
,,
IncapCivilian_0,Civilian down. Oversight requests med response confirmation.,
IncapCivilian_1,Civilian injured. Maintain safety perimeter until cleared.,
IncapCivilian_2,Subject confirmed unconscious. Report recovery status.,
IncapCivilian_3,"Roger that, Entry Team. Oversight will note any collateral.",
IncapCivilian_4,"Copy that, Entry Team, civilian confirmed stable but unconscious.",
IncapCivilian_5,Civilian unresponsive. Requesting medical team confirmation.,
IncapCivilian_6,"Copy, civilian incapacitated. Confirm visual and proceed.",
IncapCivilian_7,Civilian down. Maintain scene control until cleared by command.,
IncapCivilian_8,"Copy, civilian incapacitated during exchange. Will notify oversight for medical dispatch.",
,,
IncapSuspect_0,Suspect is injured. Secure any weapons and proceed with caution.,
IncapSuspect_1,Suspect is incapacitated. FISA oversight authorising restraint post-clearance.,
IncapSuspect_2,Subject confirmed unconscious. Report recovery status.,
IncapSuspect_3,"Roger that, Entry Team. Oversight will note any collateral.",
IncapSuspect_4,"Suspect is recorded as incapacitated, ensure medical compliance before transfer.",
IncapSuspect_5,"Suspect is down, monitor any vitals and clear the area.",
IncapSuspect_6,"Copy that, Entry Team, suspect rendered unconscious. FISA oversight will log recovery.",
IncapSuspect_7,"Roger, suspect neutralised but alive. FISA oversight will review for any causes to injury.",
IncapSuspect_8,"Copy, Entry team, suspect disabled. Ensure all weapons secure.",
,,
DeathCivilian_0,"Roger, Entry Team, civilian confirmed deceased. Oversight logging casualty.",
DeathCivilian_1,Civilian fatality recorded. FISA oversight initiating inquiry.,
DeathCivilian_2,Civilian fatality confirmed. Maintain composure and proceed.,
DeathCivilian_3,Civilian casualty verified. Confirm all witnesses secure.,
DeathCivilian_4,"Copy that, target fatality logged. Oversight will dispatch coroners post-op.",
DeathCivilian_5,Civilian death confirmed. Oversight monitoring response protocol.,
DeathCivilian_6,"Roger, Entry Team, civilian fatality verified. Noted by oversight command.",
DeathCivilian_7,"Roger, civilian casualty confirmed. Oversight documents full context.",
DeathCivilian_8,"Copy that, Entry Team, FISA will review for any ROE infringements.",
DeathCivilian_9,"Roger, target fatality acknowledged. FISA oversight flagging incident.",
,,
DeathSuspect_1,Suspect deceased. Confirm visual and secure all weapons.,
DeathSuspect_3,Suspect neutralised. Oversight notes lethal application under review.,
DeathSuspect_5,Suspect down. FISA oversight requires incident report.,
DeathSuspect_7,"Roger, suspect is KIA. Oversight records engagement concluded.",
DeathSuspect_8,"Copy that, target fatality logged. Oversight will dispatch coroners post-op.",
DeathSuspect_9,Suspect confirmed deceased. Secure scene integrity.,
DeathSuspect_11,Suspect neutralised during altercation. Log circumstances.,
DeathSuspect_13,Suspect deceased post-engagement. Try to maintain operational discipline.,
DeathSuspect_15,"Copy that, Entry Team, FISA will review for any ROE infringements.",
DeathSuspect_16,"Roger, target fatality acknowledged. FISA oversight flagging incident.",
DeathSuspect_18,Roger that, Entry Team. Secure the area and along with any evidence.,
DeathSuspect_19,"Copy, suspect neutralised. Oversight review pending.",
DeathSuspect_20,Suspect fatality confirmed. Oversight command advises caution moving forward.,
,,
Hostage_0,A Hostage has been taken. Oversight confirms active threat on scene.,
Hostage_1,"Suspect has a hostage. Repeat, suspect has a hostage. Maintain visual and await opportunity to intervene.",
Hostage_2,Active hostage situation confirmed. FISA oversight authorising lethal discretion if required.,
Hostage_3,Suspect using a hostage as cover. Maintain distance and ensure containment.,
Hostage_4,A Hostage has been seized by a suspect. Oversight reqests immediate de-escalation attempt.,
Hostage_5,A civilian has been held hostage. Oversight prioritising hostage safety.,
Hostage_6,"Be advised, suspect is holding hostage at gunpoint. Advise immediate action.",
Hostage_7,Hostage confirmed under suspect control. Attempt non-lethal solution if possible.,
Hostage_8,"Please be advised Entry Team, suspect has a hostage. Oversight authorising tactical entry.",
Hostage_9,Hostage situation developing. Coordinate your movements and secure the target.,
Hostage_10,"A civilian has been taken hostage. Oversight advises extreme caution, remember to follow ROE.",
,,
HostageKilled_0,"Hostage down. Repeat, hostage is down. Oversight confirms civilian fatality.",
HostageKilled_1,A civilian has been executed by a suspect. Withdraw from any line of fire and proceed.,
HostageKilled_2,Hostage has been killed. FISA oversight is marking a critical failure.,
HostageKilled_3,Hostage is deceased. Suspect still active. Prioritise neutralisation.,
HostageKilled_4,Confirmed hostage fatality. FISA oversight initiating incident review.,
HostageKilled_5,"Be advised, hostage killed by suspect fire. Maintain operational composure.",
HostageKilled_6,Hostage executed on site. Oversight authorising immediate response.,
HostageKilled_7,Civilian fatality recorded. Oversight recommends continued sweep.,
HostageKilled_8,Hostage confirmed KIA. Maintain mission tempo and clear the area.,
HostageKilled_9,Civilian casualty verified. Oversight logging incident.,
HostageKilled_10,Hostage killed. Oversight orders full containment of the area ,
,,
Evidence_0,"Copy, Entry Team. Oversight confirms item integrity.",
Evidence_1,Evdience logged. FISA oversight verifying classification.,
Evidence_2,"Roger, Entry Team, Contraband secured. Maintain chain of custody.",
Evidence_3,Evidence collected. Oversight authorising transfer.,
Evidence_4,"Copy that, evidence marked as secure. FISA will review for any leads.",
Evidence_5,Physical evidence secured. Oversight notes precise handling.,
Evidence_6,Evidence confirmed. Maintain documentation discipline.,
Evidence_7,Item recovered and logged. Oversight reviewing details.,
Evidence_8,Evidence bagged. Ensure secure delivery.,
Evidence_9,"Roger, Entry Team, eveidence secured. Oversight commends procedural accuracy.",
Evidence_10,Evidence secured. Oversight acknowledges.,
,,
CompleteNeutral_0,Mission complete. FISA notes acceptable performance metrics.,
CompleteNeutral_1,Objectives concluded. FISA oversight closing operation record.,
CompleteNeutral_2,Operation complete. Maintain readiness for reassignment.,
CompleteNeutral_3,Incident resolved. Oversight acknowledges standard outcome.,
CompleteNeutral_4,Mission is concluded. FISA oversight reviewing full debrief.,
CompleteNeutral_5,All objectives met with minor variance. FISA oversight satisfied. Not a bad day D-Platoon.,
CompleteNeutral_6,Operation is a wrap. FISA oversight will review your performance.,
CompleteNeutral_7,Objectives closed. Await further federal instruction.,
CompleteNeutral_8,Mission concluded. Oversight confirms no further engagement required.,
CompleteNeutral_9,Operation complete. Await confirmation from command.,
CompleteNeutral_10,Mission complete. Oversight recording satisfactory results.,
,,
CompleteGood_0,"Mission is complete, nice job. Oversight commends your performance.",
CompleteGood_1,Objectives achieved without incident. FISA is impressed with your efficiency.,
CompleteGood_2,"Nice work, Entry Team, mission concluded. Oversight recording top-tier metrics.",
CompleteGood_3,"Mission complete. Great job, Entry Team, FISA has signed off on your performance.",
CompleteGood_4,"Great work, Entry Team, not an easy day at the office. All objectives complete. Extraction enroute.",
CompleteGood_5,Operation success verified. FISA oversight praises restraint and control.,
CompleteGood_6,Mission complete. Federal oversight has marked high performance.,
CompleteGood_7,Operation wrapped nice and clean. FISA is satisfied with the mission outcome.,
CompleteGood_8,"Mission complete, great work. Oversight is logging your impressive display.",
CompleteGood_9,Objectives achieved. Oversight forwarding commendation notice.,
CompleteGood_10,Mission complete. Oversight praises decisive leadership.,
,,
CompleteBad_0,Mission complete with some critical failures. Oversight is registering your... substandard performance.,
CompleteBad_1,"It's critical you follow your objectives, Entry Team. Oversight cites excessive collateral and procedural lapses.",
CompleteBad_2,Operation concluded with significant casualties. FISA oversight will request full accountability.,
CompleteBad_3,Mission complete. Oversight unsatisfied with tactical conduct.,
CompleteBad_4,Objectives partially failed. Oversight flagging command review.,
CompleteBad_5,Operation concluded with preventable civilian losses. Oversight authorising disciplinary action.,
CompleteBad_6,Mission complete under unacceptable conditions. Oversight withholding commendation.,
CompleteBad_7,Objectives incomplete. Oversight requests explanation of deviation.,
CompleteBad_8,Mission outcome well below operational threshold. FISA is considering reassignment.,
CompleteBad_9,Operation concluded with major ROE violations. Oversight documenting infractions.,
CompleteBad_10,Mission complete. Oversight concludes performance below desired federal standard.,
,,
Failed_0,Mission failed. Oversight confirms total operational loss. We're pulling you out.,
Failed_1,All objectives failed. Oversight terminating operation authority.,
Failed_2,Operation aborted. Oversight citing loss of tactical control.,
Failed_3,Mission failed. Oversight initiating after-action review.,
Failed_4,"Operation terminated. FISA is declaring mission compromised, prepare all available units for extraction.",
Failed_5,"The mission has failed, repeat, the mission has failed.. Oversight revoking command access.",
Failed_6,All units lost. Oversight confirming full tactical failure.,
Failed_7,The operation has collapsed. Federal oversight is ordering for immediate extraction.,
Failed_8,Mission aborted. Oversight recording breach of federal parameters.,
Failed_9,Operation has failed. Oversight is authorising a full formal investigation.,
Failed_10,Mission failure logged. Oversight reporting systemic breakdown.,
,,
ROEViolate_0,"Entry Team, watch your ROE. Oversight logging violation.",
ROEViolate_1,Unauthorized use of force recorded. FISA oversight requesting justification post-op.,
ROEViolate_2,Watch your ROE! Oversight advising extra precaution moving forward.,
ROEViolate_3,ROE violation noted. Oversight flagging incident for review.,
ROEViolate_4,"Unauthorized use lethal force, we don't want to stoke these riots further!",
ROEViolate_5,Rules of engagement breach has been logged. Watch your fire!,
ROEViolate_6,Use of force outside parameters. FISA will require a full statement from you on this one.,
ROEViolate_7,Take caution with your engagement. Violation of protocol recorded. Maintain composure and continue.,
ROEViolate_8,"Improper use of force, Entry Team. Remember we have federal oversight on this mission. Proceed with caution.",
ROEViolate_9,Rules breach noted. FISA oversight demanding explanation.,
ROEViolate_10,Unauthorized engagement. Oversight scheduling disciplinary action.,
ROEViolate_11,Procedural violation logged. Oversight is monitoring for any patterns of behavior. Maintain your ROE.,
ROEViolate_12,Lethal force has been used outside of your jurisdiction. Oversight citing federal infraction. Watch your aim.,
ROEViolate_13,"Watch your fire, Entry Team, this is a highly sensitive operation. Federal oversight will make note of this.",
ROEViolate_14,"Watch your use of force! Remember, we have federal oversight on this mission. Proceed with caution.",
ROEViolate_15,FISA will review your ROE conduct. Take caution with your approach!,
,,
Backup_0,Additional units enroute. Oversight confirms tactical reinforcements inbound.,
Backup_1,Trailers are in bound. ETA pending. Maintain control until arrival.,
Backup_2,Federal teams deployed. Oversight coordinating secondary entry.,
Backup_3,Additional elements mobilised under FISA command.,
Backup_4,Reinforcement request acknowledged. Oversight tracking approach vector.,
Backup_5,Support elements dispatched. Expect coordination update shortly.,
Backup_6,Backup authorisation confirmed. Oversight expects status update.,
Backup_7,Federal support team cleared for response. Maintain operational integrity.,
Backup_8,Additional personnel deployed. Oversight notes improved response time.,
Backup_9,Backup enroute. Oversight advises continued control of area.,
Backup_10,Reinforcements inbound. Oversight confirms communication link stable.,
,,
Arrest_0,Detainment confirmed. Maintain chain of custody for review.,
Arrest_1,Detainment logged. You are free to continue.,
Arrest_2,Restraint applied. Maintain operational tempo.,
Arrest_3,Civil report filed for detainment. Oversight reviewing.,
Arrest_4,Arrest complete. Standby for confirmation.,
Arrest_5,Restraint successful. Oversight tracking all custody points.,
Arrest_6,Restraint verified. Maintain ROE integrity.,
Arrest_7,Detainment completed. Oversight confirms lawful arrest.,
Arrest_8,Subject restrained. Oversight requests status update.,
Arrest_9,Arrest completed. Maintain order in the area.,
Arrest_10,Subject detained. Oversight acknowledges restraint.,
Arrest_11,Restraint verified. Standby for forensic sweep.,
Arrest_12,Detainment successful. FISA logging full report.,
Arrest_13,Restraint complete. Oversight advises relocation.,
Arrest_14,Arrest concluded. Maintain readiness for further contact.,
Arrest_15,Restraint confirmed. Maintain situational control.,
Arrest_16,"Subject is restrained. Great work, Entry Team, oversight confirms non-lethal application.",
Arrest_17,"Roger that, Entry Team. Confirm visual for transfer.",
Arrest_18,Subject detained. Oversight commends your precision.,
Arrest_19,ROE applied successfully. Oversight satisfied.,
Arrest_20,Subject restrained. Oversight requests status verification.,
Arrest_21,"Detainment successful, nice work, Entry Team. FISA oversight closing file.",
Arrest_22,Restraint verified. Maintain field readiness.,
Arrest_23,Detainment logged. Proceed to next checkpoint.,
Arrest_24,Subject restrained and compliant. We'll await confirmation fromn FISA command.,
Arrest_25,"Restraint confirmed, nice work. FISA notes proper conduct.",
Arrest_26,Detainment verified. Maintain area integrity.,
,,
Death_0,"Roger, Entry Team, confirmed deceased. Oversight logging casualty.",
Death_1,Fatality recorded. FISA oversight initiating inquiry.,
Death_2,Fatality confirmed. Maintain composure and proceed.,
Death_3,Casualty verified. Confirm all witnesses secure.,
Death_4,"Copy that, Target fatality logged. Oversight will dispatch coroners post-op.",
Death_5,Death confirmed. Oversight monitoring response protocol.,
Death_6,"Roger, Entry Team, fatality verified. Noted by oversight command.",
Death_7,"Roger, casualty confirmed. Oversight documents full context.",
Death_8,"Copy that, Entry Team, FISA will review for any ROE infringements.",
Death_9,"Roger, Target fatality acknowledged. FISA oversight flagging incident.",
Death_10,Confirm visual and secure all weapons.,
Death_11,Oversight notes lethal application under review.,
Death_12,FISA oversight requires incident report.,
Death_13,"Roger, KIA. Oversight records engagement concluded.",
Death_14,"Copy that, Target fatality logged. Oversight will dispatch coroners post-op.",
Death_15,Confirmed deceased. Secure scene integrity.,
Death_16,Neutralised during altercation. Log circumstances.,
Death_17,Deceased post-engagement. Try to mainain operational discipline.,
Death_18,"Copy that, Entry Team, FISA will review for any ROE infringements.",
Death_19,"Roger, Target fatality acknowledged. FISA oversight flagging incident.",
Death_20,"Roger that, Entry Team. Secure the area and along with any evidence.",
Death_21,"Copy, neutralised. Oversight review pending.",
Death_22,Fatality confirmed. Oversight command advises caution moving forward.,
,,
Incap_0,Oversight requests med response confirmation.,
Incap_1,Maintain safety perimeter until cleared.,
Incap_2,Subject confirmed unconscious. Report recovery status.,
Incap_3,"Roger that, Entry Team. Oversight will note any collateral.",
Incap_4,"Copy that, Entry Team, confirmed stable but unconscious.",
Incap_5,Unresponsive. Requesting medical team confirmation.,
Incap_6,"Copy, incapacitated. Confirm visual and proceed.",
Incap_7,Maintain scene control until cleared by command.,
Incap_8,"Copy, incapacitated during exchange. Will notify oversight for medical dispatch.",
,,
Incap_9,Secure any weapons and proceed with caution.,
Incap_10,Incapacitated. FISA oversight authorising restraint post-clearance.,
Incap_11,Subject confirmed unconscious. Report recovery status.,
Incap_12,"Roger that, Entry Team. Oversight will note any collateral.",
Incap_13,"Recorded as incapacitated, ensure medical compliance before transfer.",
Incap_14,Monitor any vitals and clear the area.,
Incap_15,"Copy that, Entry Team, rendered unconscious. FISA oversight will log recovery.",
Incap_16,"Roger, neutralised but alive. FISA oversight will review for any causes to injury.",
Incap_17,"Copy, Entry Team. Ensure all weapons secure.",
,,
Interact_Tower_JammerIntro_0,"TOC and FISA to D-Platoon - Interference is getting stronger, you may be getting closer to the... Securing it and establishing control is vital...",
,,
Interact_Tower_PreJammer_B_0,FISA intel says this might be the device we're looking for. Upload the receiver logs and we'll be able to prevent detonation with a spoofed frequency. ,
,,
Interact_Tower_PostJammer_A_0,"Counter-frequency is up, D-Platoon move now! We have 2 to 3 minutes before our signal gives out. Find and disarm the trigger man, and secure the detonator. I repeat, find and disarm the trigger man, and secure...",
,,
Interact_Tower_CourtroomApproach_A_0,"D-Platoon - if you can hear this, Cordova is not the only building rigged to blow... There's an entire network of explosives... We're starting a mass evacuation... Move, move!",
,,
Interact_Tower_JammerTimerHalf_0,"Keep moving, D-Platoon... We're losing control of the signal!",
,,
Interact_Tower_JammerTimerNearEnd_0,D-Platoon... We can't hold... Move...,
,,
Interact_Tower_JammerTimerEnd_0,TOC and FISA... Signal lost... Fall back! Fall back!,
,,
Tower_IntroTOCStatic_1,"This on? Hey. Listen up down there. That thing's called an elevator. Not a bathroom",
,,
